country,year,energy_per_capita,energy_per_gdp,population,primary_energy_consumption,Year,Country,GDP_per_capita,gdp
Russia,2019,57486.199,3.672939071364706e-09,145742288.0,8378.17,2019,Russia,15651.28,2281053357328.64
Russia,2020,55455.547,3.632261333252617e-09,145617328.0,8075.289,2020,Russia,15267.5,2223212555240.0
Serbia,2000,,,7935023.0,,2000,Serbia,3757.2,29813468415.6
Serbia,2001,,,7917792.0,,2001,Serbia,4056.66,32119790094.719997
Serbia,2002,,,7904272.0,,2002,Serbia,4436.72,35069041667.840004
Serbia,2003,,,7887466.0,,2003,Serbia,4735.56,37351568490.96001
Serbia,2004,,,7863399.0,,2004,Serbia,5277.44,41498616418.56
Serbia,2005,,,7830944.0,,2005,Serbia,5702.76,44657994205.44
Serbia,2006,26329.176,4.288660845843528e-09,7794792.0,205.23,2006,Serbia,6139.24,47854098838.08
Serbia,2007,26348.527,3.9462994441811175e-09,7758181.0,204.417,2007,Serbia,6676.78,51799667737.18
Serbia,2008,26371.516,3.6510480225598543e-09,7722801.0,203.662,2008,Serbia,7223.0,55781791623.0
Serbia,2009,25290.535,3.5234755066725067e-09,7688037.0,194.435,2009,Serbia,7177.74,55182730696.38
Serbia,2010,26212.141,3.533735840240322e-09,7653749.0,200.621,2010,Serbia,7417.68,56773060882.32
Serbia,2011,26607.537,3.4434223673694636e-09,7620925.0,202.774,2011,Serbia,7727.0599999999995,58887344730.49999
Serbia,2012,25157.438,3.2623004607211437e-09,7591357.0,190.979,2012,Serbia,7711.5599999999995,58541204986.92
Serbia,2013,25155.992,3.1550653199712995e-09,7566674.0,190.347,2013,Serbia,7973.2,60330605136.799995
Serbia,2014,22474.787,2.8502638040316556e-09,7543965.0,169.549,2014,Serbia,7885.16,59485371059.4
Serbia,2015,24964.811,3.0940403472279737e-09,7519501.0,187.723,2015,Serbia,8068.68,60672447328.68
Serbia,2016,25665.121,3.0620109199378604e-09,7493288.0,192.316,2016,Serbia,8381.78,62807091492.64001
Serbia,2017,26359.041,3.0636703912016233e-09,7464882.0,196.767,2017,Serbia,8603.74,64225903858.68
Serbia,2018,26481.451,2.9294866412078002e-09,7433825.0,196.858,2018,Serbia,9039.6,67198804470.0
Serbia,2019,26602.787,2.805713907327198e-09,7401056.0,196.889,2019,Serbia,9481.66,70174296632.95999
Serbia,2020,26211.984,2.7711972138401396e-09,7358010.0,192.868,2020,Serbia,9458.72,69597356347.2
Slovakia,2000,40591.293,4.708361445630876e-09,5376700.0,218.247,2000,Slovakia,8621.1,46353068370.0
Slovakia,2001,41766.941,4.690571311765719e-09,5376457.0,224.558,2001,Slovakia,8904.44,47874338769.08
Slovakia,2002,42124.301,4.534032855284011e-09,5375206.0,226.427,2002,Slovakia,9290.7,49939426384.200005
Slovakia,2003,40913.172,4.183667965868044e-09,5374381.0,219.883,2003,Slovakia,9779.26,52557469138.06
Slovakia,2004,40008.508,3.894143300687012e-09,5374932.0,215.043,2004,Slovakia,10274.02,55222158866.64
Slovakia,2005,42086.473,3.8459646060283554e-09,5376251.0,226.267,2005,Slovakia,10943.0,58832314693.0
Slovakia,2006,40946.383,3.4578986846007134e-09,5377239.0,220.178,2006,Slovakia,11841.38,63673930349.81999
Slovakia,2007,38418.406,2.935349288661281e-09,5378381.0,206.629,2007,Slovakia,13088.2,70393326204.2
Slovakia,2008,39431.949,2.860743054488911e-09,5381641.0,212.209,2008,Slovakia,13783.84,74179678481.44
Slovakia,2009,35687.539,2.7471297160592377e-09,5388934.0,192.318,2009,Slovakia,12990.86,70006887143.24
Slovakia,2010,38080.727,2.7993508443720973e-09,5396428.0,205.5,2010,Slovakia,13603.42,73409876583.76
Slovakia,2011,36591.309,2.6250115634886426e-09,5402686.0,197.691,2011,Slovakia,13939.46,75310525389.56
Slovakia,2012,35105.086,2.4893824404352137e-09,5409283.0,189.893,2012,Slovakia,14101.9,76281167937.7
Slovakia,2013,35936.512,2.535414563503058e-09,5414744.0,194.587,2013,Slovakia,14173.82,76747606802.08
Slovakia,2014,33419.594,2.2983243913570985e-09,5419572.0,181.12,2014,Slovakia,14540.86,78805237711.92
Slovakia,2015,33734.289,2.207488002809311e-09,5424449.0,182.99,2015,Slovakia,15281.76,82895127750.24
Slovakia,2016,34015.234,2.1868370165090156e-09,5431205.0,184.744,2016,Slovakia,15554.56,84480004044.8
Slovakia,2017,35774.91,2.2374485183892936e-09,5439418.0,194.595,2017,Slovakia,15989.18,86971833497.24
Slovakia,2018,35121.086,2.114404877788056e-09,5446746.0,191.296,2018,Slovakia,16610.42,90472738693.31999
Slovakia,2019,33892.781,1.9929927674281097e-09,5453932.0,184.849,2019,Slovakia,17005.98,92749458513.36
Slovakia,2020,33193.328,2.0227258166724423e-09,5456681.0,181.125,2020,Slovakia,16410.16,89545008278.96
Slovenia,2000,39623.406,2.9723501244397626e-09,1984339.0,78.626,2000,Slovenia,13330.62,26452469160.18
Slovenia,2001,41459.707,3.038585863467602e-09,1982489.0,82.193,2001,Slovenia,13644.34,27049753962.260002
Slovenia,2002,41222.289,2.925727488192197e-09,1983769.0,81.775,2002,Slovenia,14089.5,27950313325.5
Slovenia,2003,40319.898,2.7962398811834677e-09,1989413.0,80.213,2003,Slovenia,14419.34,28686022447.420002
Slovenia,2004,42659.852,2.8489922493232492e-09,1996731.0,85.18,2004,Slovenia,14973.62,29898291236.22
Slovenia,2005,42491.914,2.7450392100304513e-09,2004780.0,85.187,2005,Slovenia,15479.539999999999,31033072201.199997
Slovenia,2006,42687.348,2.629582222262943e-09,2013577.0,85.954,2006,Slovenia,16233.46,32687321686.42
Slovenia,2007,42242.93,2.4479440919701217e-09,2023230.0,85.467,2007,Slovenia,17256.46,34913787565.799995
Slovenia,2008,46037.57,2.607784273226127e-09,2034037.0,93.642,2008,Slovenia,17653.88,35908645113.560005
Slovenia,2009,42289.82,2.6329533007194196e-09,2045578.0,86.507,2009,Slovenia,16061.72,32855501074.16
Slovenia,2010,42123.359,2.6130070677723077e-09,2057294.0,86.66,2010,Slovenia,16120.619999999999,33164854802.28
Slovenia,2011,40734.336,2.526554636267466e-09,2065457.0,84.135,2011,Slovenia,16122.48,33300289173.36
Slovenia,2012,39508.945,2.5218161094878186e-09,2069365.0,81.758,2012,Slovenia,15666.78,32420286194.7
Slovenia,2013,39029.039,2.5205303415610268e-09,2072374.0,80.883,2013,Slovenia,15484.5,32089675203.0
Slovenia,2014,39987.75,2.5155722894286782e-09,2074923.0,82.972,2014,Slovenia,15896.18,32983349494.14
Slovenia,2015,35959.715,2.2148972051357545e-09,2080865.0,74.827,2015,Slovenia,16235.32,33783509151.8
Slovenia,2016,38266.707,2.2855157920687926e-09,2090020.0,79.978,2016,Slovenia,16743.1,34993413862.0
Slovenia,2017,38524.098,2.196464546559443e-09,2098396.0,80.839,2017,Slovenia,17539.18,36804145155.28
Slovenia,2018,39165.715,2.1442002439665175e-09,2105931.0,82.48,2018,Slovenia,18265.82,38466556578.42
Slovenia,2019,37905.922,2.0225240649614314e-09,2112905.0,80.092,2019,Slovenia,18741.98,39600023251.9
Slovenia,2020,36542.867,2.0513055363663896e-09,2117648.0,77.385,2020,Slovenia,17814.46,37724755590.08
Spain,2000,37495.703,2.2403017206755894e-09,40741652.0,1527.637,2000,Spain,16736.9,681888955358.8
Spain,2001,39003.945,2.2344812594087037e-09,40966448.0,1597.853,2001,Spain,17455.48,715089013735.04
Spain,2002,38938.438,2.1842567038277864e-09,41477652.0,1615.075,2002,Spain,17826.86,739416295332.72
Spain,2003,40418.156,2.2194808321042226e-09,42230268.0,1706.87,2003,Spain,18210.64,769040207651.52
Spain,2004,41185.832,2.207815990809237e-09,42959672.0,1769.33,2004,Spain,18654.56,801393778904.3201
Spain,2005,40779.031,2.129528767463618e-09,43685372.0,1781.447,2005,Spain,19149.32,836545167747.04
Spain,2006,40681.789,2.056470066917985e-09,44422824.0,1807.2,2006,Spain,19782.34,878787408128.16
Spain,2007,40817.645,2.011147055054875e-09,45245784.0,1846.826,2007,Spain,20295.7,918294858328.8
Spain,2008,39067.871,1.9185450847799973e-09,45966544.0,1795.815,2008,Spain,20363.28,936029606104.32
Spain,2009,35904.375,1.8285534148356585e-09,46367772.0,1664.806,2009,Spain,19635.4,910449750328.8
Spain,2010,36714.199,1.862972511467269e-09,46572776.0,1709.882,2010,Spain,19707.32,917824599920.32
Spain,2011,35901.07,1.8324347089514474e-09,46729232.0,1677.629,2011,Spain,19592.0,915519113344.0
Spain,2012,35681.477,1.8779822048729723e-09,46756084.0,1668.326,2012,Spain,18999.9,888360920391.6001
Spain,2013,34008.008,1.8086731732889925e-09,46603460.0,1584.891,2013,Spain,18802.74,876272741480.4
Spain,2014,33478.238,1.7507668518019542e-09,46464548.0,1555.551,2014,Spain,19122.04,888496945437.92
Spain,2015,33920.238,1.7066491868618414e-09,46431344.0,1574.962,2015,Spain,19875.34,922838748656.96
Spain,2016,34212.625,1.6720190245375238e-09,46473320.0,1589.974,2016,Spain,20461.86,950930567575.2001
Spain,2017,34520.543,1.641265857996774e-09,46584168.0,1608.111,2017,Spain,21032.88,979799215443.8401
Spain,2018,34986.293,1.633081532485166e-09,46792044.0,1637.08,2018,Spain,21423.48,1002448418793.12
Spain,2019,33764.863,1.5578981477036982e-09,47131372.0,1591.384,2019,Spain,21673.34,1021494250022.48
Spain,2020,30391.289,1.5896935960666237e-09,47363808.0,1439.447,2020,Spain,19117.7,905487072201.6
Sweden,2000,72085.086,3.399301215467927e-09,8871042.0,639.47,2000,Sweden,21205.86,188118074706.12
Sweden,2001,77094.32,3.586861425845267e-09,8896748.0,685.889,2001,Sweden,21493.54,191222609007.92
Sweden,2002,71925.883,3.261440777134447e-09,8926011.0,642.011,2002,Sweden,22053.4,196848890987.40002
Sweden,2003,68647.008,3.038781899875256e-09,8961506.0,615.181,2003,Sweden,22590.32,202443288221.91998
Sweden,2004,73592.023,3.1222859813256924e-09,9004263.0,662.642,2004,Sweden,23569.92,212229758568.96
Sweden,2005,75121.828,3.0862784734676414e-09,9051739.0,679.983,2005,Sweden,24340.579999999998,220324577268.62
Sweden,2006,70265.688,2.7647299157952543e-09,9104724.0,639.75,2006,Sweden,25415.04,231396924648.96002
Sweden,2007,70870.68,2.695931374816711e-09,9164274.0,649.478,2007,Sweden,26288.0,240910434912.0
Sweden,2008,69369.703,2.651971940421175e-09,9229282.0,640.233,2008,Sweden,26157.8,241417712699.6
Sweden,2009,63081.84,2.536266339052525e-09,9301413.0,586.75,2009,Sweden,24871.92,231344000022.96
Sweden,2010,66485.906,2.5151936886444627e-09,9381722.0,623.752,2010,Sweden,26433.7,247993624831.4
Sweden,2011,64929.965,2.488789301852956e-09,9467384.0,614.717,2011,Sweden,26088.98,246994391828.32
Sweden,2012,68276.211,2.652092980926974e-09,9555984.0,652.446,2012,Sweden,25744.26,246011736651.84
Sweden,2013,63351.668,2.452596814911216e-09,9648935.0,611.276,2013,Sweden,25830.44,249236236581.4
Sweden,2014,62421.891,2.3775119660395815e-09,9747507.0,608.458,2014,Sweden,26255.14,255922160935.97998
Sweden,2015,63877.484,2.353207907764631e-09,9849344.0,629.151,2015,Sweden,27144.84,267358866984.96
Sweden,2016,62081.117,2.26894422379226e-09,9953322.0,617.913,2016,Sweden,27361.22,272335032972.84
Sweden,2017,63417.605,2.2904384012697166e-09,10058191.0,637.866,2017,Sweden,27687.96,278490790080.36
Sweden,2018,61487.004,2.20368701345239e-09,10162300.0,624.849,2018,Sweden,27901.86,283547071878.0
Sweden,2019,63283.469,2.24655884823346e-09,10267922.0,649.79,2019,Sweden,28169.079999999998,289237916251.76
Sweden,2020,59395.523,2.170938803167252e-09,10368968.0,615.87,2020,Sweden,27359.36,283688328340.48
Switzerland,2000,50728.715,1.8917585176958695e-09,7182052.0,364.336,2000,Switzerland,26815.62,192591177252.24
Switzerland,2001,53862.719,1.956698546057129e-09,7224413.0,389.127,2001,Switzerland,27527.38,198869161927.94
Switzerland,2002,49782.922,1.786953082614355e-09,7276479.0,362.244,2002,Switzerland,27859.079999999998,202716010579.31998
Switzerland,2003,48884.531,1.7350900696580406e-09,7330729.0,358.359,2003,Switzerland,28174.04,206536252075.16
Switzerland,2004,47846.156,1.6327704704950008e-09,7381153.0,353.16,2004,Switzerland,29303.68,216294945543.04
Switzerland,2005,45606.344,1.4928491948679815e-09,7428437.0,338.784,2005,Switzerland,30549.88,226937858937.56
Switzerland,2006,47162.109,1.4667070171214904e-09,7475014.0,352.537,2006,Switzerland,32155.06,240359523670.84
Switzerland,2007,46220.898,1.367636705945675e-09,7541909.0,348.594,2007,Switzerland,33796.2,254887864945.8
Switzerland,2008,47155.75,1.3568391614351758e-09,7638288.0,360.189,2008,Switzerland,34754.1,265461824980.8
Switzerland,2009,46436.273,1.3575229400246274e-09,7734402.0,359.157,2009,Switzerland,34206.64,264567904829.28
Switzerland,2010,44714.965,1.2604353001416154e-09,7822444.0,349.78,2010,Switzerland,35475.78,277507302406.32
Switzerland,2011,41971.254,1.15352133870572e-09,7910988.0,332.034,2011,Switzerland,36385.32,287843829896.16
Switzerland,2012,43889.645,1.2049110544049868e-09,7995738.0,350.93,2012,Switzerland,36425.62,291249714007.56
Switzerland,2013,44514.031,1.214425466540677e-09,8088370.0,360.046,2013,Switzerland,36654.4,296474349328.0
Switzerland,2014,41980.578,1.1327382605305498e-09,8187792.0,343.728,2014,Switzerland,37061.12,303448741847.04004
Switzerland,2015,40582.914,1.0896493271216526e-09,8281735.0,336.097,2015,Switzerland,37244.02,308445103974.69995
Switzerland,2016,37755.191,1.0040819636211262e-09,8372902.0,316.121,2016,Switzerland,37601.76,314835851507.52
Switzerland,2017,37489.188,9.928320026671316e-10,8451688.0,316.847,2017,Switzerland,37759.86,319134555643.68
Switzerland,2018,37794.062,9.802714028697956e-10,8514431.0,321.795,2018,Switzerland,38554.7,328271332875.69995
Switzerland,2019,39156.449,1.0113149317254451e-09,8575593.0,335.79,2019,Switzerland,38718.38,332033068499.33997
Switzerland,2020,35766.375,9.531857077066064e-10,8638609.0,308.972,2020,Switzerland,37523.02,324146698279.18
Turkey,2000,13486.676,1.827344762578256e-09,64113548.0,864.679,2000,Turkey,7380.48,473188758743.04
Turkey,2001,12073.247,1.7781929395731238e-09,65072016.0,785.631,2001,Turkey,6789.62,441814261273.92
Turkey,2002,13026.979,1.787583623794597e-09,65988664.0,859.633,2002,Turkey,7287.48,480891069126.72
Turkey,2003,13613.353,1.7735871769249874e-09,66867324.0,910.288,2003,Turkey,7675.6,513246832094.4
Turkey,2004,14380.439,1.7278196887061621e-09,67785080.0,974.779,2004,Turkey,8322.88,564167086630.3999
Turkey,2005,14507.764,1.6151038987590477e-09,68704712.0,996.752,2005,Turkey,8982.56,617144197822.72
Turkey,2006,15888.103,1.6613271312931851e-09,69601328.0,1105.833,2006,Turkey,9563.5,665632300328.0
Turkey,2007,16664.893,1.670428058118222e-09,70468864.0,1174.356,2007,Turkey,9976.42,703026984186.88
Turkey,2008,16521.768,1.646666323128662e-09,71320728.0,1178.344,2008,Turkey,10033.46,715593671558.8799
Turkey,2009,16535.234,1.7559739577708353e-09,72225648.0,1194.268,2009,Turkey,9416.56,680117147930.88
Turkey,2010,17211.758,1.6796289286983574e-09,73195352.0,1259.821,2010,Turkey,10247.36,750059122270.7201
Turkey,2011,18146.143,1.6333480623756757e-09,74173856.0,1345.969,2011,Turkey,11109.78,824055221911.68
Turkey,2012,18988.32,1.6519941755330415e-09,75277440.0,1429.392,2012,Turkey,11494.18,865252445299.2001
Turkey,2013,18532.307,1.505379445644406e-09,76576120.0,1419.132,2013,Turkey,12310.72,942707172006.3999
Turkey,2014,18718.594,1.468661788523716e-09,78112064.0,1462.148,2014,Turkey,12745.34,995564813781.76
Turkey,2015,20173.496,1.5120544896180065e-09,79646176.0,1606.742,2015,Turkey,13341.78,1062621758033.28
Turkey,2016,20824.393,1.5310996993492023e-09,81019400.0,1687.18,2016,Turkey,13600.94,1101939998236.0
Turkey,2017,21773.725,1.5086088886081655e-09,82089824.0,1787.401,2017,Turkey,14432.98,1184800787995.52
Turkey,2018,21345.375,1.4557307002898454e-09,82809304.0,1767.596,2018,Turkey,14663.0,1214232824552.0
Turkey,2019,21973.062,1.5082311968257945e-09,83481688.0,1834.348,2019,Turkey,14568.76,1216224676866.8801
Turkey,2020,21435.07,1.4574106717888371e-09,84135432.0,1803.449,2020,Turkey,14707.64,1237433645100.48
Ukraine,2000,32435.855,1.0126966718145444e-08,48879752.0,1585.457,2000,Ukraine,3202.92,156557935275.84
Ukraine,2001,32281.633,8.986389466937715e-09,48414536.0,1562.9,2001,Ukraine,3592.28,173918569382.08002
Ukraine,2002,32374.943,8.337483390923679e-09,47976540.0,1553.238,2002,Ukraine,3883.06,186295783412.4
Ukraine,2003,33439.895,7.672165495673249e-09,47605644.0,1591.928,2003,Ukraine,4358.6,207493959938.40002
Ukraine,2004,33554.93,6.723923847371571e-09,47261960.0,1585.872,2004,Ukraine,4990.38,235855139944.80002
Ukraine,2005,34223.043,6.4962309656391845e-09,46912616.0,1605.493,2005,Ukraine,5268.14,247142228854.24002
Ukraine,2006,34864.605,6.010392966130685e-09,46592552.0,1624.431,2006,Ukraine,5800.72,270270348237.44
Ukraine,2007,34933.59,5.440760361037753e-09,46313064.0,1617.882,2007,Ukraine,6420.72,297363216286.08
Ukraine,2008,33911.27,5.0531789255601785e-09,46062936.0,1562.053,2008,Ukraine,6710.88,309122835943.68
Ukraine,2009,29011.01,4.98795072726944e-09,45863884.0,1330.558,2009,Ukraine,5816.22,266754439398.48
Ukraine,2010,31235.119,5.247290397464463e-09,45683024.0,1426.915,2010,Ukraine,5952.62,271933682322.88
Ukraine,2011,32400.471,5.057467872784254e-09,45516136.0,1474.744,2011,Ukraine,6406.46,291597304638.56
Ukraine,2012,31779.547,4.9371336155062006e-09,45406228.0,1442.989,2012,Ukraine,6436.84,292272624639.52
Ukraine,2013,30228.559,4.685797570364871e-09,45307104.0,1369.568,2013,Ukraine,6451.1,292280658614.4
Ukraine,2014,26764.613,4.397345651797896e-09,45148072.0,1208.371,2014,Ukraine,6086.54,274795546150.88
Ukraine,2015,22306.594,4.0158925851081374e-09,44982568.0,1003.408,2015,Ukraine,5554.58,249859272561.44
Ukraine,2016,23419.848,4.096067650487544e-09,44833568.0,1049.995,2016,Ukraine,5717.64,256342201739.52002
Ukraine,2017,21840.365,3.716649111534783e-09,44657260.0,975.331,2017,Ukraine,5876.36,262422136373.59998
Ukraine,2018,22768.459,3.7369833446102924e-09,44446952.0,1011.989,2018,Ukraine,6092.74,270803722328.47998
Ukraine,2019,21661.146,3.4454959472021618e-09,44211100.0,957.663,2019,Ukraine,6286.8,277946343480.0
Ukraine,2020,20916.844,3.4531074870819492e-09,43909664.0,918.452,2020,Ukraine,6057.4,265978398713.59998
United Kingdom,2000,45275.645,2.285896265031548e-09,58850044.0,2664.474,2000,United Kingdom,19806.52,1165614573486.8801
United Kingdom,2001,45559.023,2.249917586353743e-09,59092016.0,2692.175,2001,United Kingdom,20249.2,1196566050387.2
United Kingdom,2002,44332.898,2.149159429623002e-09,59355688.0,2631.41,2002,United Kingdom,20628.02,1224390319177.76
United Kingdom,2003,44750.703,2.1085115442674533e-09,59649800.0,2669.371,2003,United Kingdom,21223.84,1265997811232.0
United Kingdom,2004,44856.602,2.0750690240031932e-09,59995852.0,2691.21,2004,United Kingdom,21616.92,1296925533015.8398
United Kingdom,2005,44937.305,2.034569664600312e-09,60383740.0,2713.482,2005,United Kingdom,22086.88,1333688419331.2
United Kingdom,2006,44057.82,1.9622518234479226e-09,60803700.0,2678.878,2006,United Kingdom,22452.68,1365206018916.0
United Kingdom,2007,42517.129,1.8626180392294933e-09,61260680.0,2604.628,2007,United Kingdom,22826.54,1398369362447.2
United Kingdom,2008,41451.902,1.8435934375681929e-09,61742152.0,2559.33,2008,United Kingdom,22484.3,1388229068213.5999
United Kingdom,2009,39040.559,1.8303777793319775e-09,62243384.0,2430.017,2009,United Kingdom,21329.24,1327604075748.1602
United Kingdom,2010,39540.008,1.8350178854666342e-09,62760048.0,2481.533,2010,United Kingdom,21547.48,1352320879079.04
United Kingdom,2011,37007.074,1.7068093230318342e-09,63286360.0,2342.043,2011,United Kingdom,21682.02,1372176123247.2
United Kingdom,2012,37292.91,1.706669249632007e-09,63808728.0,2379.613,2012,United Kingdom,21851.28,1394302381971.8398
United Kingdom,2013,36881.977,1.668126654914067e-09,64302296.0,2371.596,2013,United Kingdom,22109.82,1421712190146.72
United Kingdom,2014,34583.77,1.5273061464121076e-09,64773504.0,2240.112,2014,United Kingdom,22643.64,1466707906114.56
United Kingdom,2015,34890.32,1.516797604211085e-09,65224368.0,2275.699,2015,United Kingdom,23002.62,1500331351844.16
United Kingdom,2016,34296.684,1.4714379302821032e-09,65655204.0,2251.756,2016,United Kingdom,23308.28,1530309878289.1199
United Kingdom,2017,34098.812,1.4365811422506037e-09,66064808.0,2252.731,2017,United Kingdom,23736.079999999998,1568119567872.64
United Kingdom,2018,33771.496,1.4073159314157952e-09,66432996.0,2243.542,2018,United Kingdom,23997.1,1594199248311.5999
United Kingdom,2019,32893.762,1.3564402223330028e-09,66778660.0,2196.601,2019,United Kingdom,24250.06,1619386511719.6
United Kingdom,2020,29425.539,1.3696731453877758e-09,67059472.0,1973.261,2020,United Kingdom,21483.62,1440680213848.64
United States,2000,93999.859,3.3041163434523857e-09,282398560.0,26545.426,2000,United States,28449.32,8034047000979.2
United States,2001,90772.18,3.1912188965635167e-09,285470496.0,25912.779,2001,United States,28444.36,8120025557602.561
United States,2002,91201.062,3.179407911818054e-09,288350240.0,26297.848,2002,United States,28684.92,8271303566380.8
United States,2003,90619.109,3.0993649844108304e-09,291109824.0,26380.113,2003,United States,29237.96,8511457389719.04
United States,2004,91504.484,3.04348835882527e-09,293947872.0,26897.549,2004,United States,30065.66,8837736777275.52
United States,2005,90654.531,2.944657984470241e-09,296842656.0,26910.133,2005,United States,30786.1,9138627691881.6
United States,2006,89067.039,2.84524676662545e-09,299753088.0,26698.119,2006,United States,31303.8,9383410716134.4
United States,2007,89395.141,2.8326137444320254e-09,302743392.0,27063.787,2007,United States,31559.239999999998,9554351366542.08
United States,2008,86378.648,2.7711115487711707e-09,305694912.0,26405.514,2008,United States,31171.12,9528852785341.44
United States,2009,81376.18,2.708849917755995e-09,308512032.0,25105.531,2009,United States,30040.86,9267966761627.52
United States,2010,83397.477,2.7302667581754587e-09,311182848.0,25951.863,2010,United States,30545.54,9505248130897.92
United States,2011,81962.359,2.6612450311573742e-09,313876608.0,25726.066,2011,United States,30798.5,9666928711488.0
United States,2012,79102.344,2.5296302144642284e-09,316651328.0,25047.863,2012,United States,31270.32,9901788354984.959
United States,2013,80556.516,2.5470949465694323e-09,319375168.0,25727.75,2013,United States,31626.82,10100820950805.76
United States,2014,80725.086,2.5136929603413627e-09,322033952.0,25996.219,2014,United States,32114.14,10341843419281.28
United States,2015,79317.367,2.422572936503814e-09,324607776.0,25747.033,2015,United States,32740.96,10627970209704.959
United States,2016,78613.539,2.3788677217652546e-09,327210208.0,25723.152,2016,United States,33046.62,10813191403896.96
United States,2017,78289.008,2.3318177810782026e-09,329791232.0,25819.029,2017,United States,33574.24,11072489973063.68
United States,2018,80583.344,2.3437585144548597e-09,332140032.0,26764.953,2018,United States,34382.1,11419671794227.2
United States,2019,79489.016,2.270415421352239e-09,334319680.0,26574.742,2019,United States,35010.78,11704792766150.4
United States,2020,73236.141,2.1722137880089593e-09,335942016.0,24603.098,2020,United States,33714.98,11326278350599.682
